Objectid ,Straat ,Type_en_merk ,Aantal ,geo_shape,geo_point_2d,neighbourhood,avg_income
95,Marconilaan,Parkeerplaats,1.0,"{""coordinates"": [5.457883100818988, 51.450176173744275], ""type"": ""Point""}","51.450176173744275, 5.457883100818988",Woensel-West,"33,6"
100,Veldmaarschalk Montgomerylaan,Parkeerplaats Gehandicapten,1.0,"{""coordinates"": [5.471091820717634, 51.44533602001621], ""type"": ""Point""}","51.44533602001621, 5.471091820717634",Hemelrijken,"29,9"
104,Veldmaarschalk Montgomerylaan,Parkeerplaats,1.0,"{""coordinates"": [5.470953417483847, 51.445463318323576], ""type"": ""Point""}","51.445463318323576, 5.470953417483847",Hemelrijken,"29,9"
105,Veldmaarschalk Montgomerylaan,Parkeerplaats,1.0,"{""coordinates"": [5.470993711728869, 51.44542601331786], ""type"": ""Point""}","51.44542601331786, 5.470993711728869",Hemelrijken,"29,9"
108,Professor Dr Dorgelolaan,Parkeerplaats,1.0,"{""coordinates"": [5.4841236572819625, 51.44487323909643], ""type"": ""Point""}","51.44487323909643, 5.4841236572819625",TU-terrein,"24,0"
111,Professor Dr Dorgelolaan,Parkeerplaats,1.0,"{""coordinates"": [5.484244332061644, 51.44488243285823], ""type"": ""Point""}","51.44488243285823, 5.484244332061644",TU-terrein,"24,0"
114,Professor Dr Dorgelolaan,Parkeerplaats,1.0,"{""coordinates"": [5.484343529009412, 51.4448906107205], ""type"": ""Point""}","51.4448906107205, 5.484343529009412",TU-terrein,"24,0"
115,Professor Dr Dorgelolaan,Parkeerplaats,1.0,"{""coordinates"": [5.484378244800656, 51.444893682840444], ""type"": ""Point""}","51.444893682840444, 5.484378244800656",TU-terrein,"24,0"
116,Professor Dr Dorgelolaan,Parkeerplaats,1.0,"{""coordinates"": [5.484411304205162, 51.444895722636176], ""type"": ""Point""}","51.444895722636176, 5.484411304205162",TU-terrein,"24,0"
117,Professor Dr Dorgelolaan,Parkeerplaats,1.0,"{""coordinates"": [5.484441055216448, 51.44489775619705], ""type"": ""Point""}","51.44489775619705, 5.484441055216448",TU-terrein,"24,0"
123,Professor Dr Dorgelolaan,Parkeerplaats,1.0,"{""coordinates"": [5.484067034745376, 51.44467394452511], ""type"": ""Point""}","51.44467394452511, 5.484067034745376",TU-terrein,"24,0"
124,Professor Dr Dorgelolaan,Parkeerplaats,1.0,"{""coordinates"": [5.484062139229609, 51.444698739344986], ""type"": ""Point""}","51.444698739344986, 5.484062139229609",TU-terrein,"24,0"
129,Professor Dr Dorgelolaan,Parkeerplaats,1.0,"{""coordinates"": [5.48403594981002, 51.444822696887336], ""type"": ""Point""}","51.444822696887336, 5.48403594981002",TU-terrein,"24,0"
130,Professor Dr Dorgelolaan,Parkeerplaats,1.0,"{""coordinates"": [5.484099792428469, 51.44452725815476], ""type"": ""Point""}","51.44452725815476, 5.484099792428469",TU-terrein,"24,0"
132,Professor Dr Dorgelolaan,Parkeerplaats,1.0,"{""coordinates"": [5.484109597760943, 51.44447766849911], ""type"": ""Point""}","51.44447766849911, 5.484109597760943",TU-terrein,"24,0"
146,Professor Dr Dorgelolaan,Parkeerplaats,1.0,"{""coordinates"": [5.484230658150917, 51.44466863979336], ""type"": ""Point""}","51.44466863979336, 5.484230658150917",TU-terrein,"24,0"
149,Professor Dr Dorgelolaan,Parkeerplaats,1.0,"{""coordinates"": [5.484212641298827, 51.44474611914978], ""type"": ""Point""}","51.44474611914978, 5.484212641298827",TU-terrein,"24,0"
153,Professor Dr Dorgelolaan,Parkeerplaats,1.0,"{""coordinates"": [5.484261762121052, 51.444529181645045], ""type"": ""Point""}","51.444529181645045, 5.484261762121052",TU-terrein,"24,0"
154,Michelangelolaan,Parkeerplaats Vergunning,1.0,"{""coordinates"": [5.473592724980929, 51.464409729996646], ""type"": ""Point""}","51.464409729996646, 5.473592724980929",Rapenland,"36,0"
156,Michelangelolaan,Parkeerplaats Vergunning,1.0,"{""coordinates"": [5.473749976284599, 51.464413442384526], ""type"": ""Point""}","51.464413442384526, 5.473749976284599",Rapenland,"36,0"
158,Michelangelolaan,Parkeerplaats Afgekruist,1.0,"{""coordinates"": [5.473547800531344, 51.464411039709105], ""type"": ""Point""}","51.464411039709105, 5.473547800531344",Rapenland,"36,0"
159,Michelangelolaan,Parkeerplaats Vergunning,1.0,"{""coordinates"": [5.472596160303673, 51.464387508121355], ""type"": ""Point""}","51.464387508121355, 5.472596160303673",Rapenland,"36,0"
164,Michelangelolaan,Parkeerplaats Vergunning,1.0,"{""coordinates"": [5.473016835033399, 51.4643948481797], ""type"": ""Point""}","51.4643948481797, 5.473016835033399",Rapenland,"36,0"
165,Michelangelolaan,Parkeerplaats Vergunning,1.0,"{""coordinates"": [5.47311486970672, 51.46439860505227], ""type"": ""Point""}","51.46439860505227, 5.47311486970672",Rapenland,"36,0"
168,Michelangelolaan,Parkeerplaats Vergunning,1.0,"{""coordinates"": [5.473425270901313, 51.46440602495267], ""type"": ""Point""}","51.46440602495267, 5.473425270901313",Rapenland,"36,0"
171,Michelangelolaan,Parkeerplaats Afgekruist,1.0,"{""coordinates"": [5.4720713352312655, 51.464376413342755], ""type"": ""Point""}","51.464376413342755, 5.4720713352312655",Rapenland,"36,0"
173,Michelangelolaan,Parkeerplaats Vergunning,1.0,"{""coordinates"": [5.471597553157907, 51.464365279215976], ""type"": ""Point""}","51.464365279215976, 5.471597553157907",Rapenland,"36,0"
174,Michelangelolaan,Parkeerplaats Vergunning,1.0,"{""coordinates"": [5.4716588154334005, 51.46436650219388], ""type"": ""Point""}","51.46436650219388, 5.4716588154334005",Rapenland,"36,0"
176,Michelangelolaan,Parkeerplaats Vergunning,1.0,"{""coordinates"": [5.471801757636523, 51.464367674807626], ""type"": ""Point""}","51.464367674807626, 5.471801757636523",Rapenland,"36,0"
294,Luxemburglaan,Parkeerplaats,1.0,"{""coordinates"": [5.478446176050558, 51.47230898746374], ""type"": ""Point""}","51.47230898746374, 5.478446176050558",'t Hool,"38,6"
295,Luxemburglaan,Parkeerplaats,1.0,"{""coordinates"": [5.478481769723154, 51.472308959572544], ""type"": ""Point""}","51.472308959572544, 5.478481769723154",'t Hool,"38,6"
297,Luxemburglaan,Parkeerplaats,1.0,"{""coordinates"": [5.478565357954287, 51.47230599968431], ""type"": ""Point""}","51.47230599968431, 5.478565357954287",'t Hool,"38,6"
299,Luxemburglaan,Parkeerplaats,1.0,"{""coordinates"": [5.478656675149421, 51.472303024678595], ""type"": ""Point""}","51.472303024678595, 5.478656675149421",'t Hool,"38,6"
300,Luxemburglaan,Parkeerplaats,1.0,"{""coordinates"": [5.4786953776858995, 51.472302994281], ""type"": ""Point""}","51.472302994281, 5.4786953776858995",'t Hool,"38,6"
305,Luxemburglaan,Parkeerplaats,1.0,"{""coordinates"": [5.478438606359441, 51.47166267337411], ""type"": ""Point""}","51.47166267337411, 5.478438606359441",'t Hool,"38,6"
307,Luxemburglaan,Parkeerplaats,1.0,"{""coordinates"": [5.478535621697009, 51.47165964905507], ""type"": ""Point""}","51.47165964905507, 5.478535621697009",'t Hool,"38,6"
310,Luxemburglaan,Parkeerplaats,1.0,"{""coordinates"": [5.478687067241574, 51.471655089795846], ""type"": ""Point""}","51.471655089795846, 5.478687067241574",'t Hool,"38,6"
317,Luxemburglaan,Parkeerplaats,1.0,"{""coordinates"": [5.478541416477898, 51.47101082561638], ""type"": ""Point""}","51.47101082561638, 5.478541416477898",'t Hool,"38,6"
321,Luxemburglaan,Parkeerplaats,1.0,"{""coordinates"": [5.4787330898885145, 51.47100771786687], ""type"": ""Point""}","51.47100771786687, 5.4787330898885145",'t Hool,"38,6"
322,Luxemburglaan,Parkeerplaats Gehandicapten,1.0,"{""coordinates"": [5.477693740332237, 51.47076467693479], ""type"": ""Point""}","51.47076467693479, 5.477693740332237",Winkelcentrum,"38,7"
325,Luxemburglaan,Parkeerplaats,1.0,"{""coordinates"": [5.477696226921046, 51.470828224775474], ""type"": ""Point""}","51.470828224775474, 5.477696226921046",Winkelcentrum,"38,7"
329,Luxemburglaan,Parkeerplaats,1.0,"{""coordinates"": [5.477705929087048, 51.47094497084208], ""type"": ""Point""}","51.47094497084208, 5.477705929087048",Winkelcentrum,"38,7"
331,Winkelcentrum Woensel,Parkeerplaats,1.0,"{""coordinates"": [5.476872780865343, 51.470289452682756], ""type"": ""Point""}","51.470289452682756, 5.476872780865343",Winkelcentrum,"38,7"
332,Winkelcentrum Woensel,Parkeerplaats,1.0,"{""coordinates"": [5.476841379484095, 51.47029078021188], ""type"": ""Point""}","51.47029078021188, 5.476841379484095",Winkelcentrum,"38,7"
335,Winkelcentrum Woensel,Parkeerplaats,1.0,"{""coordinates"": [5.476738799059224, 51.47029478716616], ""type"": ""Point""}","51.47029478716616, 5.476738799059224",Winkelcentrum,"38,7"
338,Winkelcentrum Woensel,Parkeerplaats,1.0,"{""coordinates"": [5.4766383198713, 51.470298783427936], ""type"": ""Point""}","51.470298783427936, 5.4766383198713",Winkelcentrum,"38,7"
339,Winkelcentrum Woensel,Parkeerplaats,1.0,"{""coordinates"": [5.476604817221622, 51.470300121495754], ""type"": ""Point""}","51.470300121495754, 5.476604817221622",Winkelcentrum,"38,7"
340,Winkelcentrum Woensel,Parkeerplaats,1.0,"{""coordinates"": [5.47658178957494, 51.47030013917161], ""type"": ""Point""}","51.47030013917161, 5.47658178957494",Winkelcentrum,"38,7"
341,Winkelcentrum Woensel,Parkeerplaats,1.0,"{""coordinates"": [5.476556663211692, 51.47030146180789], ""type"": ""Point""}","51.47030146180789, 5.476556663211692",Winkelcentrum,"38,7"
342,Winkelcentrum Woensel,Parkeerplaats,1.0,"{""coordinates"": [5.476525259257525, 51.4703014858993], ""type"": ""Point""}","51.4703014858993, 5.476525259257525",Winkelcentrum,"38,7"
343,Winkelcentrum Woensel,Parkeerplaats Gehandicapten,1.0,"{""coordinates"": [5.477379428423411, 51.47027991102153], ""type"": ""Point""}","51.47027991102153, 5.477379428423411",Winkelcentrum,"38,7"
346,Winkelcentrum Woensel,Parkeerplaats,1.0,"{""coordinates"": [5.476985844014719, 51.47028806221598], ""type"": ""Point""}","51.47028806221598, 5.476985844014719",Winkelcentrum,"38,7"
385,Winkelcentrum Woensel,Parkeerplaats,1.0,"{""coordinates"": [5.476571046789892, 51.47015761435073], ""type"": ""Point""}","51.47015761435073, 5.476571046789892",Winkelcentrum,"38,7"
386,Winkelcentrum Woensel,Parkeerplaats,1.0,"{""coordinates"": [5.476602450644971, 51.470157590247055], ""type"": ""Point""}","51.470157590247055, 5.476602450644971",Winkelcentrum,"38,7"
387,Winkelcentrum Woensel,Parkeerplaats,1.0,"{""coordinates"": [5.476640126955457, 51.47015625796317], ""type"": ""Point""}","51.47015625796317, 5.476640126955457",Winkelcentrum,"38,7"
389,Winkelcentrum Woensel,Parkeerplaats,1.0,"{""coordinates"": [5.4767029346636145, 51.47015620971016], ""type"": ""Point""}","51.47015620971016, 5.4767029346636145",Winkelcentrum,"38,7"
391,Winkelcentrum Woensel,Parkeerplaats,1.0,"{""coordinates"": [5.476769925369211, 51.47015354250831], ""type"": ""Point""}","51.47015354250831, 5.476769925369211",Winkelcentrum,"38,7"
392,Winkelcentrum Woensel,Parkeerplaats,1.0,"{""coordinates"": [5.476807618627098, 51.47015351351202], ""type"": ""Point""}","51.47015351351202, 5.476807618627098",Winkelcentrum,"38,7"
394,Winkelcentrum Woensel,Parkeerplaats,1.0,"{""coordinates"": [5.476882988184884, 51.47015215214128], ""type"": ""Point""}","51.47015215214128, 5.476882988184884",Winkelcentrum,"38,7"
399,Winkelcentrum Woensel,Parkeerplaats,1.0,"{""coordinates"": [5.477067212832343, 51.470146778732634], ""type"": ""Point""}","51.470146778732634, 5.477067212832343",Winkelcentrum,"38,7"
403,Winkelcentrum Woensel,Parkeerplaats,1.0,"{""coordinates"": [5.477182357311599, 51.47014276178258], ""type"": ""Point""}","51.47014276178258, 5.477182357311599",Winkelcentrum,"38,7"
404,Winkelcentrum Woensel,Parkeerplaats,1.0,"{""coordinates"": [5.477211674282728, 51.47014273912732], ""type"": ""Point""}","51.47014273912732, 5.477211674282728",Winkelcentrum,"38,7"
405,Winkelcentrum Woensel,Parkeerplaats,1.0,"{""coordinates"": [5.477238889988427, 51.470142718089285], ""type"": ""Point""}","51.470142718089285, 5.477238889988427",Winkelcentrum,"38,7"
411,Winkelcentrum Woensel,Parkeerplaats,1.0,"{""coordinates"": [5.4765497398522855, 51.47006628801066], ""type"": ""Point""}","51.47006628801066, 5.4765497398522855",Winkelcentrum,"38,7"
413,Winkelcentrum Woensel,Parkeerplaats,1.0,"{""coordinates"": [5.476624215175064, 51.4700640196391], ""type"": ""Point""}","51.4700640196391, 5.476624215175064",Winkelcentrum,"38,7"
415,Winkelcentrum Woensel,Parkeerplaats,1.0,"{""coordinates"": [5.476689824892822, 51.4700617580329], ""type"": ""Point""}","51.4700617580329, 5.476689824892822",Winkelcentrum,"38,7"
418,Winkelcentrum Woensel,Parkeerplaats,1.0,"{""coordinates"": [5.476789126734108, 51.47005946148758], ""type"": ""Point""}","51.47005946148758, 5.476789126734108",Winkelcentrum,"38,7"
420,Winkelcentrum Woensel,Parkeerplaats,1.0,"{""coordinates"": [5.4768476598244, 51.47005941644485], ""type"": ""Point""}","51.47005941644485, 5.4768476598244",Winkelcentrum,"38,7"
421,Winkelcentrum Woensel,Parkeerplaats,1.0,"{""coordinates"": [5.476927443648638, 51.470056029200364], ""type"": ""Point""}","51.470056029200364, 5.476927443648638",Winkelcentrum,"38,7"
422,Winkelcentrum Woensel,Parkeerplaats,1.0,"{""coordinates"": [5.4769682267924855, 51.47005378656288], ""type"": ""Point""}","51.47005378656288, 5.4769682267924855",Winkelcentrum,"38,7"
431,Winkelcentrum Woensel,Parkeerplaats,1.0,"{""coordinates"": [5.477276782454367, 51.47004690570289], ""type"": ""Point""}","51.47004690570289, 5.477276782454367",Winkelcentrum,"38,7"
439,Winkelcentrum Woensel,Parkeerplaats,1.0,"{""coordinates"": [5.476622336238693, 51.47000864199201], ""type"": ""Point""}","51.47000864199201, 5.476622336238693",Winkelcentrum,"38,7"
442,Winkelcentrum Woensel,Parkeerplaats,1.0,"{""coordinates"": [5.476728735505965, 51.47000745464094], ""type"": ""Point""}","51.47000745464094, 5.476728735505965",Winkelcentrum,"38,7"
443,Winkelcentrum Woensel,Parkeerplaats,1.0,"{""coordinates"": [5.4767659680931615, 51.47000742601218], ""type"": ""Point""}","51.47000742601218, 5.4767659680931615",Winkelcentrum,"38,7"
350,Winkelcentrum Woensel,Parkeerplaats,1.0,"{""coordinates"": [5.477136583541903, 51.470285330206906], ""type"": ""Point""}","51.470285330206906, 5.477136583541903",Winkelcentrum,"38,7"
357,Winkelcentrum Woensel,Parkeerplaats,1.0,"{""coordinates"": [5.4765146063764325, 51.470204731223916], ""type"": ""Point""}","51.470204731223916, 5.4765146063764325",Winkelcentrum,"38,7"
359,Winkelcentrum Woensel,Parkeerplaats,1.0,"{""coordinates"": [5.476573226007011, 51.4702046862526], ""type"": ""Point""}","51.4702046862526, 5.476573226007011",Winkelcentrum,"38,7"
364,Winkelcentrum Woensel,Parkeerplaats,1.0,"{""coordinates"": [5.476749091587189, 51.47020063210423], ""type"": ""Point""}","51.47020063210423, 5.476749091587189",Winkelcentrum,"38,7"
372,Winkelcentrum Woensel,Parkeerplaats,1.0,"{""coordinates"": [5.477002408463566, 51.470192589952525], ""type"": ""Point""}","51.470192589952525, 5.477002408463566",Winkelcentrum,"38,7"
373,Winkelcentrum Woensel,Parkeerplaats,1.0,"{""coordinates"": [5.477040087361307, 51.47019256089223], ""type"": ""Point""}","51.47019256089223, 5.477040087361307",Winkelcentrum,"38,7"
376,Winkelcentrum Woensel,Parkeerplaats,1.0,"{""coordinates"": [5.477134293834304, 51.47018987248315], ""type"": ""Point""}","51.47018987248315, 5.477134293834304",Winkelcentrum,"38,7"
381,Winkelcentrum Woensel,Parkeerplaats,1.0,"{""coordinates"": [5.4773017804262745, 51.47018451162876], ""type"": ""Point""}","51.47018451162876, 5.4773017804262745",Winkelcentrum,"38,7"
444,Winkelcentrum Woensel,Parkeerplaats,1.0,"{""coordinates"": [5.476813848723871, 51.47000628357416], ""type"": ""Point""}","51.47000628357416, 5.476813848723871",Winkelcentrum,"38,7"
445,Winkelcentrum Woensel,Parkeerplaats,1.0,"{""coordinates"": [5.476835134767587, 51.47000626719289], ""type"": ""Point""}","51.47000626719289, 5.476835134767587",Winkelcentrum,"38,7"
447,Winkelcentrum Woensel,Parkeerplaats,1.0,"{""coordinates"": [5.476895419265338, 51.470004000580914], ""type"": ""Point""}","51.470004000580914, 5.476895419265338",Winkelcentrum,"38,7"
450,Winkelcentrum Woensel,Parkeerplaats,1.0,"{""coordinates"": [5.477000048275689, 51.470002814345925], ""type"": ""Point""}","51.470002814345925, 5.477000048275689",Winkelcentrum,"38,7"
451,Winkelcentrum Woensel,Parkeerplaats,1.0,"{""coordinates"": [5.477040835728646, 51.470002782888294], ""type"": ""Point""}","51.470002782888294, 5.477040835728646",Winkelcentrum,"38,7"
452,Winkelcentrum Woensel,Parkeerplaats,1.0,"{""coordinates"": [5.477076312465209, 51.47000275551502], ""type"": ""Point""}","51.47000275551502, 5.477076312465209",Winkelcentrum,"38,7"
455,Winkelcentrum Woensel,Parkeerplaats,1.0,"{""coordinates"": [5.477175614176134, 51.47000046762945], ""type"": ""Point""}","51.47000046762945, 5.477175614176134",Winkelcentrum,"38,7"
457,Winkelcentrum Woensel,Parkeerplaats,1.0,"{""coordinates"": [5.4772500937305955, 51.47000041006372], ""type"": ""Point""}","51.47000041006372, 5.4772500937305955",Winkelcentrum,"38,7"
458,Winkelcentrum Woensel,Parkeerplaats,1.0,"{""coordinates"": [5.47728378583426, 51.47000038400726], ""type"": ""Point""}","51.47000038400726, 5.47728378583426",Winkelcentrum,"38,7"
489,Winkelcentrum Woensel,Parkeerplaats,1.0,"{""coordinates"": [5.476480199776591, 51.46987695042782], ""type"": ""Point""}","51.46987695042782, 5.476480199776591",Winkelcentrum,"38,7"
491,Winkelcentrum Woensel,Parkeerplaats,1.0,"{""coordinates"": [5.4765440411667425, 51.46987579586335], ""type"": ""Point""}","51.46987579586335, 5.4765440411667425",Winkelcentrum,"38,7"
492,Winkelcentrum Woensel,Parkeerplaats,1.0,"{""coordinates"": [5.476572422477281, 51.46987577408643], ""type"": ""Point""}","51.46987577408643, 5.476572422477281",Winkelcentrum,"38,7"
493,Winkelcentrum Woensel,Parkeerplaats,1.0,"{""coordinates"": [5.476604339916422, 51.46987353837934], ""type"": ""Point""}","51.46987353837934, 5.476604339916422",Winkelcentrum,"38,7"
494,Winkelcentrum Woensel,Parkeerplaats,1.0,"{""coordinates"": [5.47664334262818, 51.4698735084307], ""type"": ""Point""}","51.4698735084307, 5.47664334262818",Winkelcentrum,"38,7"
495,Winkelcentrum Woensel,Parkeerplaats,1.0,"{""coordinates"": [5.476673494171062, 51.46987348526961], ""type"": ""Point""}","51.46987348526961, 5.476673494171062",Winkelcentrum,"38,7"
502,Winkelcentrum Woensel,Parkeerplaats,1.0,"{""coordinates"": [5.476893385199213, 51.4698699903217], ""type"": ""Point""}","51.4698699903217, 5.476893385199213",Winkelcentrum,"38,7"
506,Winkelcentrum Woensel,Parkeerplaats,1.0,"{""coordinates"": [5.477061855267685, 51.46986764924085], ""type"": ""Point""}","51.46986764924085, 5.477061855267685",Winkelcentrum,"38,7"
509,Winkelcentrum Woensel,Parkeerplaats,1.0,"{""coordinates"": [5.477182440461598, 51.469864230331765], ""type"": ""Point""}","51.469864230331765, 5.477182440461598",Winkelcentrum,"38,7"
511,Winkelcentrum Woensel,Parkeerplaats,1.0,"{""coordinates"": [5.477242724754255, 51.46986196354041], ""type"": ""Point""}","51.46986196354041, 5.477242724754255",Winkelcentrum,"38,7"
513,Winkelcentrum Woensel,Parkeerplaats Vergunning,1.0,"{""coordinates"": [5.477695730015133, 51.46975204073324], ""type"": ""Point""}","51.46975204073324, 5.477695730015133",Winkelcentrum,"38,7"
514,Winkelcentrum Woensel,Parkeerplaats,1.0,"{""coordinates"": [5.477730377190045, 51.46975471939016], ""type"": ""Point""}","51.46975471939016, 5.477730377190045",Winkelcentrum,"38,7"
518,Winkelcentrum Woensel,Parkeerplaats,1.0,"{""coordinates"": [5.47801372212994, 51.46959220865697], ""type"": ""Point""}","51.46959220865697, 5.47801372212994",Winkelcentrum,"38,7"
522,Winkelcentrum Woensel,Parkeerplaats,1.0,"{""coordinates"": [5.4781652965647, 51.46959074206674], ""type"": ""Point""}","51.46959074206674, 5.4781652965647",Winkelcentrum,"38,7"
524,Winkelcentrum Woensel,Parkeerplaats,1.0,"{""coordinates"": [5.478223754379815, 51.46958933910567], ""type"": ""Point""}","51.46958933910567, 5.478223754379815",Winkelcentrum,"38,7"
526,Winkelcentrum Woensel,Parkeerplaats,1.0,"{""coordinates"": [5.478280053401219, 51.46958794679228], ""type"": ""Point""}","51.46958794679228, 5.478280053401219",Winkelcentrum,"38,7"
528,Winkelcentrum Woensel,Parkeerplaats Gehandicapten,1.0,"{""coordinates"": [5.478167744280201, 51.469735439493796], ""type"": ""Point""}","51.469735439493796, 5.478167744280201",Winkelcentrum,"38,7"
529,Winkelcentrum Woensel,Parkeerplaats Gehandicapten,1.0,"{""coordinates"": [5.478165499071164, 51.46969216987122], ""type"": ""Point""}","51.46969216987122, 5.478165499071164",Winkelcentrum,"38,7"
530,Winkelcentrum Woensel,Parkeerplaats,1.0,"{""coordinates"": [5.477767084652207, 51.46970058814705], ""type"": ""Point""}","51.46970058814705, 5.477767084652207",Winkelcentrum,"38,7"
531,Winkelcentrum Woensel,Parkeerplaats,1.0,"{""coordinates"": [5.47780823163643, 51.46970055614149], ""type"": ""Point""}","51.46970055614149, 5.47780823163643",Winkelcentrum,"38,7"
532,Winkelcentrum Woensel,Parkeerplaats,1.0,"{""coordinates"": [5.4778493759380265, 51.46969917582555], ""type"": ""Point""}","51.46969917582555, 5.4778493759380265",Winkelcentrum,"38,7"
533,Winkelcentrum Woensel,Parkeerplaats,1.0,"{""coordinates"": [5.477892679032517, 51.4696977848253], ""type"": ""Point""}","51.4696977848253, 5.477892679032517",Winkelcentrum,"38,7"
534,Winkelcentrum Woensel,Parkeerplaats,1.0,"{""coordinates"": [5.477925147584662, 51.46969775953639], ""type"": ""Point""}","51.46969775953639, 5.477925147584662",Winkelcentrum,"38,7"
536,Winkelcentrum Woensel,Parkeerplaats,1.0,"{""coordinates"": [5.4779792879358205, 51.469696369049764], ""type"": ""Point""}","51.469696369049764, 5.4779792879358205",Winkelcentrum,"38,7"
459,Winkelcentrum Woensel,Parkeerplaats,1.0,"{""coordinates"": [5.47731038038655, 51.46999924884002], ""type"": ""Point""}","51.46999924884002, 5.47731038038655",Winkelcentrum,"38,7"
462,Winkelcentrum Woensel,Parkeerplaats Gehandicapten,1.0,"{""coordinates"": [5.477345664277711, 51.469901757570426], ""type"": ""Point""}","51.469901757570426, 5.477345664277711",Winkelcentrum,"38,7"
463,Winkelcentrum Woensel,Parkeerplaats Gehandicapten,1.0,"{""coordinates"": [5.477345556910254, 51.46984749315556], ""type"": ""Point""}","51.46984749315556, 5.477345556910254",Winkelcentrum,"38,7"
464,Winkelcentrum Woensel,Parkeerplaats Gehandicapten,1.0,"{""coordinates"": [5.477311867106242, 51.469848624832444], ""type"": ""Point""}","51.469848624832444, 5.477311867106242",Winkelcentrum,"38,7"
465,Winkelcentrum Woensel,Parkeerplaats,1.0,"{""coordinates"": [5.476451921816984, 51.46992238277732], ""type"": ""Point""}","51.46992238277732, 5.476451921816984",Winkelcentrum,"38,7"
466,Winkelcentrum Woensel,Parkeerplaats,1.0,"{""coordinates"": [5.476485613863658, 51.46992235695131], ""type"": ""Point""}","51.46992235695131, 5.476485613863658",Winkelcentrum,"38,7"
467,Winkelcentrum Woensel,Parkeerplaats,1.0,"{""coordinates"": [5.476513976476293, 51.46992012399436], ""type"": ""Point""}","51.46992012399436, 5.476513976476293",Winkelcentrum,"38,7"
469,Winkelcentrum Woensel,Parkeerplaats,1.0,"{""coordinates"": [5.476565416222226, 51.469921190137235], ""type"": ""Point""}","51.469921190137235, 5.476565416222226",Winkelcentrum,"38,7"
471,Winkelcentrum Woensel,Parkeerplaats,1.0,"{""coordinates"": [5.4766310213793785, 51.469916708370256], ""type"": ""Point""}","51.469916708370256, 5.4766310213793785",Winkelcentrum,"38,7"
472,Winkelcentrum Woensel,Parkeerplaats,1.0,"{""coordinates"": [5.476668256063758, 51.469917785375294], ""type"": ""Point""}","51.469917785375294, 5.476668256063758",Winkelcentrum,"38,7"
475,Winkelcentrum Woensel,Parkeerplaats,1.0,"{""coordinates"": [5.476764017139513, 51.46991550055984], ""type"": ""Point""}","51.46991550055984, 5.476764017139513",Winkelcentrum,"38,7"
479,Winkelcentrum Woensel,Parkeerplaats,1.0,"{""coordinates"": [5.476889929756919, 51.46991318346014], ""type"": ""Point""}","51.46991318346014, 5.476889929756919",Winkelcentrum,"38,7"
485,Winkelcentrum Woensel,Parkeerplaats,1.0,"{""coordinates"": [5.477147046918554, 51.46990634254618], ""type"": ""Point""}","51.46990634254618, 5.477147046918554",Winkelcentrum,"38,7"
486,Winkelcentrum Woensel,Parkeerplaats,1.0,"{""coordinates"": [5.477178968717781, 51.46990631788721], ""type"": ""Point""}","51.46990631788721, 5.477178968717781",Winkelcentrum,"38,7"
540,Winkelcentrum Woensel,Parkeerplaats,1.0,"{""coordinates"": [5.478100535880999, 51.46969356889212], ""type"": ""Point""}","51.46969356889212, 5.478100535880999",Winkelcentrum,"38,7"
547,Winkelcentrum Woensel,Parkeerplaats,1.0,"{""coordinates"": [5.477951242072887, 51.46974913632404], ""type"": ""Point""}","51.46974913632404, 5.477951242072887",Winkelcentrum,"38,7"
548,Winkelcentrum Woensel,Parkeerplaats,1.0,"{""coordinates"": [5.477981549141345, 51.4697477554171], ""type"": ""Point""}","51.4697477554171, 5.477981549141345",Winkelcentrum,"38,7"
610,St Trudoplein,Parkeerplaats,1.0,"{""coordinates"": [5.453870289719167, 51.44120384433647], ""type"": ""Point""}","51.44120384433647, 5.453870289719167",Schoot,"37,2"
614,St Trudoplein,Parkeerplaats,1.0,"{""coordinates"": [5.454316431021814, 51.441315973158495], ""type"": ""Point""}","51.441315973158495, 5.454316431021814",Schoot,"37,2"
615,St Trudoplein,Parkeerplaats,1.0,"{""coordinates"": [5.454415721968198, 51.44133838751164], ""type"": ""Point""}","51.44133838751164, 5.454415721968198",Schoot,"37,2"
616,St Trudoplein,Parkeerplaats,1.0,"{""coordinates"": [5.454497746648081, 51.441356326422685], ""type"": ""Point""}","51.441356326422685, 5.454497746648081",Schoot,"37,2"
618,Strijpsestraat,Parkeerplaats,1.0,"{""coordinates"": [5.453132039533527, 51.44102805117009], ""type"": ""Point""}","51.44102805117009, 5.453132039533527",Schoot,"37,2"
620,Strijpsestraat,Parkeerplaats,1.0,"{""coordinates"": [5.453314793870961, 51.44107020319393], ""type"": ""Point""}","51.44107020319393, 5.453314793870961",Schoot,"37,2"
626,St Trudoplein,Parkeerplaats,1.0,"{""coordinates"": [5.453303152049632, 51.44097670966647], ""type"": ""Point""}","51.44097670966647, 5.453303152049632",Schouwbroek,"39,5"
628,St Trudoplein,Parkeerplaats,1.0,"{""coordinates"": [5.453470100706872, 51.44101976929351], ""type"": ""Point""}","51.44101976929351, 5.453470100706872",Schouwbroek,"39,5"
634,Strijpsestraat,Parkeerplaats Gehandicapten,1.0,"{""coordinates"": [5.455765694545043, 51.44123347504428], ""type"": ""Point""}","51.44123347504428, 5.455765694545043",Philipsdorp,"42,1"
