Objectid ,Straat ,Type_en_merk ,Aantal ,geo_shape,geo_point_2d,neighbourhood,avg_income
8776,Treurenburgstraat,Parkeerplaats,1.0,"{""coordinates"": [5.489268482825886, 51.43832616008916], ""type"": ""Point""}","51.43832616008916, 5.489268482825886",Villapark,"84,9"
8777,Treurenburgstraat,Parkeerplaats,1.0,"{""coordinates"": [5.489293358982849, 51.43834318080656], ""type"": ""Point""}","51.43834318080656, 5.489293358982849",Villapark,"84,9"
8778,Treurenburgstraat,Parkeerplaats,1.0,"{""coordinates"": [5.489318235138325, 51.43836019252996], ""type"": ""Point""}","51.43836019252996, 5.489318235138325",Villapark,"84,9"
8806,Niet ingevuld,Parkeerplaats,1.0,"{""coordinates"": [5.467245134914611, 51.43405004595385], ""type"": ""Point""}","51.43405004595385, 5.467245134914611","Eliasterrein, Vonderkwartier","47,9"
8807,Niet ingevuld,Parkeerplaats,1.0,"{""coordinates"": [5.467261626775872, 51.43400737435801], ""type"": ""Point""}","51.43400737435801, 5.467261626775872","Eliasterrein, Vonderkwartier","47,9"
8810,Niet ingevuld,Parkeerplaats,1.0,"{""coordinates"": [5.467333267850302, 51.43388213977199], ""type"": ""Point""}","51.43388213977199, 5.467333267850302","Eliasterrein, Vonderkwartier","47,9"
7755,Deken van Somerenstraat,Parkeerplaats,1.0,"{""coordinates"": [5.474676513860091, 51.43413690952625], ""type"": ""Point""}","51.43413690952625, 5.474676513860091",Bergen,"45,8"
7757,Deken van Somerenstraat,Parkeerplaats,1.0,"{""coordinates"": [5.475150918468612, 51.43438747447607], ""type"": ""Point""}","51.43438747447607, 5.475150918468612",Bergen,"45,8"
7761,Deken van Somerenstraat,Parkeerplaats,1.0,"{""coordinates"": [5.475179153556445, 51.43454458237114], ""type"": ""Point""}","51.43454458237114, 5.475179153556445",Bergen,"45,8"
7762,Deken van Somerenstraat,Parkeerplaats,1.0,"{""coordinates"": [5.475222379118418, 51.434574704897074], ""type"": ""Point""}","51.434574704897074, 5.475222379118418",Bergen,"45,8"
7768,Deken van Somerenstraat,Parkeerplaats,1.0,"{""coordinates"": [5.4753484139187, 51.43448073808244], ""type"": ""Point""}","51.43448073808244, 5.4753484139187",Bergen,"45,8"
7771,Deken van Somerenstraat,Parkeerplaats,1.0,"{""coordinates"": [5.475399988462086, 51.43457225406216], ""type"": ""Point""}","51.43457225406216, 5.475399988462086",Bergen,"45,8"
7773,Deken van Somerenstraat,Parkeerplaats,1.0,"{""coordinates"": [5.47544122319681, 51.43463325950809], ""type"": ""Point""}","51.43463325950809, 5.47544122319681",Bergen,"45,8"
7779,Deken van Somerenstraat,Parkeerplaats,1.0,"{""coordinates"": [5.475527111351641, 51.43477902662753], ""type"": ""Point""}","51.43477902662753, 5.475527111351641",Bergen,"45,8"
8016,Torenallee,Parkeerplaats,1.0,"{""coordinates"": [5.457246310751334, 51.44668220653982], ""type"": ""Point""}","51.44668220653982, 5.457246310751334",Strijp S,"38,6"
8020,Torenallee,Parkeerplaats Afgekruist,1.0,"{""coordinates"": [5.456960698317664, 51.44677511421584], ""type"": ""Point""}","51.44677511421584, 5.456960698317664",Strijp S,"38,6"
8028,Torenallee,Parkeerplaats Afgekruist,1.0,"{""coordinates"": [5.456297057642147, 51.44698701357303], ""type"": ""Point""}","51.44698701357303, 5.456297057642147",Strijp S,"38,6"
8031,Torenallee,Parkeerplaats Afgekruist,1.0,"{""coordinates"": [5.456080537535105, 51.44705482662596], ""type"": ""Point""}","51.44705482662596, 5.456080537535105",Strijp S,"38,6"
8032,Torenallee,Parkeerplaats Afgekruist,1.0,"{""coordinates"": [5.455803603820321, 51.44715391952199], ""type"": ""Point""}","51.44715391952199, 5.455803603820321",Strijp S,"38,6"
8290,Plataanlaan,Parkeerplaats,1.0,"{""coordinates"": [5.457012120971834, 51.44240800771037], ""type"": ""Point""}","51.44240800771037, 5.457012120971834",Schoot,"37,2"
8292,Plataanlaan,Parkeerplaats,1.0,"{""coordinates"": [5.457057634105363, 51.44230714281397], ""type"": ""Point""}","51.44230714281397, 5.457057634105363",Schoot,"37,2"
8294,Plataanlaan,Parkeerplaats,1.0,"{""coordinates"": [5.456951150071953, 51.442354772034186], ""type"": ""Point""}","51.442354772034186, 5.456951150071953",Schoot,"37,2"
8297,Plataanlaan,Parkeerplaats,1.0,"{""coordinates"": [5.456805449558252, 51.44264024950999], ""type"": ""Point""}","51.44264024950999, 5.456805449558252",Schoot,"37,2"
8303,Plataanlaan,Parkeerplaats,1.0,"{""coordinates"": [5.456906011499499, 51.44270107225471], ""type"": ""Point""}","51.44270107225471, 5.456906011499499",Schoot,"37,2"
8305,Plataanlaan,Parkeerplaats,1.0,"{""coordinates"": [5.456927236403966, 51.442643981493205], ""type"": ""Point""}","51.442643981493205, 5.456927236403966",Schoot,"37,2"
8309,Plataanlaan,Parkeerplaats Gehandicapten,1.0,"{""coordinates"": [5.456662799033462, 51.44298879037407], ""type"": ""Point""}","51.44298879037407, 5.456662799033462",Schoot,"37,2"
8310,Plataanlaan,Parkeerplaats,1.0,"{""coordinates"": [5.456645130742668, 51.44304873286591], ""type"": ""Point""}","51.44304873286591, 5.456645130742668",Schoot,"37,2"
8311,Plataanlaan,Parkeerplaats,1.0,"{""coordinates"": [5.4566167954107385, 51.44310202291421], ""type"": ""Point""}","51.44310202291421, 5.4566167954107385",Schoot,"37,2"
8550,Hugo Verrieststraat,Parkeerplaats,1.0,"{""coordinates"": [5.474843518452685, 51.432129794950555], ""type"": ""Point""}","51.432129794950555, 5.474843518452685",Schrijversbuurt,"52,4"
8552,Hugo Verrieststraat,Parkeerplaats,1.0,"{""coordinates"": [5.474777134358158, 51.432044856964495], ""type"": ""Point""}","51.432044856964495, 5.474777134358158",Schrijversbuurt,"52,4"
8553,Hugo Verrieststraat,Parkeerplaats,1.0,"{""coordinates"": [5.475643703109885, 51.43262483431645], ""type"": ""Point""}","51.43262483431645, 5.475643703109885",Schrijversbuurt,"52,4"
8555,Hugo Verrieststraat,Parkeerplaats,1.0,"{""coordinates"": [5.4757920243665605, 51.43259618246687], ""type"": ""Point""}","51.43259618246687, 5.4757920243665605",Schrijversbuurt,"52,4"
8569,Edenstraat,Parkeerplaats,1.0,"{""coordinates"": [5.476165552786086, 51.432425517190424], ""type"": ""Point""}","51.432425517190424, 5.476165552786086",Schrijversbuurt,"52,4"
8570,Edenstraat,Parkeerplaats,1.0,"{""coordinates"": [5.4762083068901015, 51.432389385970104], ""type"": ""Point""}","51.432389385970104, 5.4762083068901015",Schrijversbuurt,"52,4"
8571,Edenstraat,Parkeerplaats,1.0,"{""coordinates"": [5.476251060908761, 51.43235324574539], ""type"": ""Point""}","51.43235324574539, 5.476251060908761",Schrijversbuurt,"52,4"
8573,Edenstraat,Parkeerplaats,1.0,"{""coordinates"": [5.476336568760131, 51.432280974237585], ""type"": ""Point""}","51.432280974237585, 5.476336568760131",Schrijversbuurt,"52,4"
7785,Elzentlaan,Parkeerplaats,1.0,"{""coordinates"": [5.4813362569626465, 51.43188445311358], ""type"": ""Point""}","51.43188445311358, 5.4813362569626465",Elzent-Noord,"70,7"
7789,Elzentlaan,Parkeerplaats,1.0,"{""coordinates"": [5.481468222320407, 51.43173631176797], ""type"": ""Point""}","51.43173631176797, 5.481468222320407",Elzent-Noord,"70,7"
7790,Elzentlaan,Parkeerplaats,1.0,"{""coordinates"": [5.481505673975023, 51.43170019458361], ""type"": ""Point""}","51.43170019458361, 5.481505673975023",Elzent-Noord,"70,7"
7794,Elzentlaan,Parkeerplaats,1.0,"{""coordinates"": [5.481643936566424, 51.43155753732185], ""type"": ""Point""}","51.43155753732185, 5.481643936566424",Elzent-Noord,"70,7"
8041,Torenallee,Parkeerplaats,1.0,"{""coordinates"": [5.45510790289408, 51.4473854982195], ""type"": ""Point""}","51.4473854982195, 5.45510790289408",Strijp S,"38,6"
8042,Torenallee,Parkeerplaats Afgekruist,1.0,"{""coordinates"": [5.455030607141707, 51.44741122393365], ""type"": ""Point""}","51.44741122393365, 5.455030607141707",Strijp S,"38,6"
8045,Torenallee,Parkeerplaats,1.0,"{""coordinates"": [5.454760575614847, 51.44751153278818], ""type"": ""Point""}","51.44751153278818, 5.454760575614847",Strijp S,"38,6"
8048,Torenallee,Parkeerplaats Afgekruist,1.0,"{""coordinates"": [5.454516168331997, 51.44759609602723], ""type"": ""Point""}","51.44759609602723, 5.454516168331997",Strijp S,"38,6"
8316,Plataanlaan,Parkeerplaats,1.0,"{""coordinates"": [5.456801162514743, 51.44288216230665], ""type"": ""Point""}","51.44288216230665, 5.456801162514743",Schoot,"37,2"
8319,Plataanlaan,Parkeerplaats,1.0,"{""coordinates"": [5.456533702839209, 51.44326240962411], ""type"": ""Point""}","51.44326240962411, 5.456533702839209",Schoot,"37,2"
8323,Plataanlaan,Parkeerplaats,1.0,"{""coordinates"": [5.456579433835087, 51.443303605294055], ""type"": ""Point""}","51.443303605294055, 5.456579433835087",Schoot,"37,2"
8332,Dennenstraat,Parkeerplaats,1.0,"{""coordinates"": [5.457171201559516, 51.443740805787094], ""type"": ""Point""}","51.443740805787094, 5.457171201559516",Schoot,"37,2"
8333,Dennenstraat,Parkeerplaats,1.0,"{""coordinates"": [5.457250329669037, 51.4437198298591], ""type"": ""Point""}","51.4437198298591, 5.457250329669037",Schoot,"37,2"
8334,Dennenstraat,Parkeerplaats,1.0,"{""coordinates"": [5.457329444572455, 51.4436912431805], ""type"": ""Point""}","51.4436912431805, 5.457329444572455",Schoot,"37,2"
8336,Dennenstraat,Parkeerplaats,1.0,"{""coordinates"": [5.457606452305934, 51.44365873106698], ""type"": ""Point""}","51.44365873106698, 5.457606452305934",Schoot,"37,2"
8339,Dennenstraat,Parkeerplaats,1.0,"{""coordinates"": [5.457676433139396, 51.44363014967992], ""type"": ""Point""}","51.44363014967992, 5.457676433139396",Schoot,"37,2"
8341,Dennenstraat,Parkeerplaats,1.0,"{""coordinates"": [5.457569838115311, 51.44360738298101], ""type"": ""Point""}","51.44360738298101, 5.457569838115311",Schoot,"37,2"
8577,Edenstraat,Parkeerplaats,1.0,"{""coordinates"": [5.476507569286649, 51.43213644003329], ""type"": ""Point""}","51.43213644003329, 5.476507569286649",Schrijversbuurt,"52,4"
8581,Guido Gezellestraat,Parkeerplaats,1.0,"{""coordinates"": [5.475215308769799, 51.431557960259966], ""type"": ""Point""}","51.431557960259966, 5.475215308769799",Schrijversbuurt,"52,4"
8583,Guido Gezellestraat,Parkeerplaats,1.0,"{""coordinates"": [5.475087535178826, 51.431599206986846], ""type"": ""Point""}","51.431599206986846, 5.475087535178826",Schrijversbuurt,"52,4"
8584,Guido Gezellestraat,Parkeerplaats,1.0,"{""coordinates"": [5.475023641106548, 51.43161983030327], ""type"": ""Point""}","51.43161983030327, 5.475023641106548",Schrijversbuurt,"52,4"
8586,Guido Gezellestraat,Parkeerplaats,1.0,"{""coordinates"": [5.474895881548498, 51.43166107680948], ""type"": ""Point""}","51.43166107680948, 5.474895881548498",Schrijversbuurt,"52,4"
8587,Guido Gezellestraat,Parkeerplaats,1.0,"{""coordinates"": [5.474831987285384, 51.43168169103229], ""type"": ""Point""}","51.43168169103229, 5.474831987285384",Schrijversbuurt,"52,4"
8589,Guido Gezellestraat,Parkeerplaats,1.0,"{""coordinates"": [5.4745246893463, 51.43180430286427], ""type"": ""Point""}","51.43180430286427, 5.4745246893463",Schrijversbuurt,"52,4"
8591,Guido Gezellestraat,Parkeerplaats,1.0,"{""coordinates"": [5.474396150488802, 51.43184460559586], ""type"": ""Point""}","51.43184460559586, 5.474396150488802",Schrijversbuurt,"52,4"
8593,Guido Gezellestraat,Parkeerplaats,1.0,"{""coordinates"": [5.47426761138665, 51.43188489919727], ""type"": ""Point""}","51.43188489919727, 5.47426761138665",Schrijversbuurt,"52,4"
8594,Guido Gezellestraat,Parkeerplaats,1.0,"{""coordinates"": [5.474203327370088, 51.4319050459556], ""type"": ""Point""}","51.4319050459556, 5.474203327370088",Schrijversbuurt,"52,4"
7805,St Lambertusstraat,Parkeerplaats,1.0,"{""coordinates"": [5.469397114361557, 51.43428001768534], ""type"": ""Point""}","51.43428001768534, 5.469397114361557",Oude Spoorbaan,"37,8"
7809,St Lambertusstraat,Parkeerplaats,1.0,"{""coordinates"": [5.4692863727807595, 51.43424089713929], ""type"": ""Point""}","51.43424089713929, 5.4692863727807595",Oude Spoorbaan,"37,8"
7810,St Lambertusstraat,Parkeerplaats,1.0,"{""coordinates"": [5.469227422493539, 51.43428244301307], ""type"": ""Point""}","51.43428244301307, 5.469227422493539",Oude Spoorbaan,"37,8"
7812,St Lambertusstraat,Parkeerplaats,1.0,"{""coordinates"": [5.469481667864857, 51.43411624450117], ""type"": ""Point""}","51.43411624450117, 5.469481667864857",Oude Spoorbaan,"37,8"
7813,St Lambertusstraat,Parkeerplaats,1.0,"{""coordinates"": [5.469540634349036, 51.434083921766195], ""type"": ""Point""}","51.434083921766195, 5.469540634349036",Oude Spoorbaan,"37,8"
7815,St Lambertusstraat,Parkeerplaats,1.0,"{""coordinates"": [5.469603441422728, 51.43413575814418], ""type"": ""Point""}","51.43413575814418, 5.469603441422728",Oude Spoorbaan,"37,8"
7816,St Lambertusstraat,Parkeerplaats,1.0,"{""coordinates"": [5.469675293954623, 51.434089589948606], ""type"": ""Point""}","51.434089589948606, 5.469675293954623",Oude Spoorbaan,"37,8"
7818,St Lambertusstraat,Parkeerplaats,1.0,"{""coordinates"": [5.46977663571404, 51.4340307204638], ""type"": ""Point""}","51.4340307204638, 5.46977663571404",Oude Spoorbaan,"37,8"
7819,St Lambertusstraat,Parkeerplaats,1.0,"{""coordinates"": [5.469831925728654, 51.434005317874174], ""type"": ""Point""}","51.434005317874174, 5.469831925728654",Oude Spoorbaan,"37,8"
7820,St Lambertusstraat,Parkeerplaats,1.0,"{""coordinates"": [5.469901953664782, 51.433970680607416], ""type"": ""Point""}","51.433970680607416, 5.469901953664782",Oude Spoorbaan,"37,8"
7821,St Lambertusstraat,Parkeerplaats,1.0,"{""coordinates"": [5.469723058687797, 51.43398233557719], ""type"": ""Point""}","51.43398233557719, 5.469723058687797",Oude Spoorbaan,"37,8"
7822,St Lambertusstraat,Parkeerplaats,1.0,"{""coordinates"": [5.469782010869021, 51.433943095045585], ""type"": ""Point""}","51.433943095045585, 5.469782010869021",Oude Spoorbaan,"37,8"
7823,St Lambertusstraat,Parkeerplaats,1.0,"{""coordinates"": [5.46984834590486, 51.43390615663396], ""type"": ""Point""}","51.43390615663396, 5.46984834590486",Oude Spoorbaan,"37,8"
7824,St Lambertusstraat,Parkeerplaats,1.0,"{""coordinates"": [5.469896239585563, 51.43387038184072], ""type"": ""Point""}","51.43387038184072, 5.469896239585563",Oude Spoorbaan,"37,8"
7826,St Lambertusstraat,Parkeerplaats,1.0,"{""coordinates"": [5.470004939064326, 51.43380113040119], ""type"": ""Point""}","51.43380113040119, 5.470004939064326",Oude Spoorbaan,"37,8"
7828,St Lambertusstraat,Parkeerplaats,1.0,"{""coordinates"": [5.47005853017358, 51.43385643103548], ""type"": ""Point""}","51.43385643103548, 5.47005853017358",Oude Spoorbaan,"37,8"
8070,Ir Kalffstraat,Parkeerplaats,1.0,"{""coordinates"": [5.4556236864104095, 51.446028293905684], ""type"": ""Point""}","51.446028293905684, 5.4556236864104095",Strijp S,"38,6"
8071,Ir Kalffstraat,Parkeerplaats,1.0,"{""coordinates"": [5.455580600603597, 51.445977695068215], ""type"": ""Point""}","51.445977695068215, 5.455580600603597",Strijp S,"38,6"
8075,Ir Kalffstraat,Parkeerplaats,1.0,"{""coordinates"": [5.455408258347994, 51.445775308544974], ""type"": ""Point""}","51.445775308544974, 5.455408258347994",Strijp S,"38,6"
8077,Ir Kalffstraat,Parkeerplaats,1.0,"{""coordinates"": [5.455322073417268, 51.44567411968894], ""type"": ""Point""}","51.44567411968894, 5.455322073417268",Strijp S,"38,6"
8079,Torenallee,Parkeerplaats,1.0,"{""coordinates"": [5.455885511992757, 51.44670480642395], ""type"": ""Point""}","51.44670480642395, 5.455885511992757",Strijp S,"38,6"
8080,Torenallee,Parkeerplaats,1.0,"{""coordinates"": [5.455780023975567, 51.446740382876904], ""type"": ""Point""}","51.446740382876904, 5.455780023975567",Strijp S,"38,6"
8086,Torenallee,Parkeerplaats,1.0,"{""coordinates"": [5.455096303609869, 51.44697607125294], ""type"": ""Point""}","51.44697607125294, 5.455096303609869",Strijp S,"38,6"
8088,Torenallee,Parkeerplaats,1.0,"{""coordinates"": [5.454664170407545, 51.44712472554209], ""type"": ""Point""}","51.44712472554209, 5.454664170407545",Strijp S,"38,6"
8091,Torenallee,Parkeerplaats,1.0,"{""coordinates"": [5.454426792628102, 51.44720477220734], ""type"": ""Point""}","51.44720477220734, 5.454426792628102",Strijp S,"38,6"
8092,Torenallee,Parkeerplaats,1.0,"{""coordinates"": [5.454347656934856, 51.44723146031988], ""type"": ""Point""}","51.44723146031988, 5.454347656934856",Strijp S,"38,6"
8093,Torenallee,Parkeerplaats,1.0,"{""coordinates"": [5.454743291357898, 51.4470980462121], ""type"": ""Point""}","51.4470980462121, 5.454743291357898",Strijp S,"38,6"
8347,Berkenstraat,Parkeerplaats,1.0,"{""coordinates"": [5.458292671524156, 51.44379314736875], ""type"": ""Point""}","51.44379314736875, 5.458292671524156",Schoot,"37,2"
8349,Berkenstraat,Parkeerplaats,1.0,"{""coordinates"": [5.457999717729663, 51.44335953292682], ""type"": ""Point""}","51.44335953292682, 5.457999717729663",Schoot,"37,2"
8356,Berkenstraat,Parkeerplaats,1.0,"{""coordinates"": [5.457890095777595, 51.44334818398413], ""type"": ""Point""}","51.44334818398413, 5.457890095777595",Schoot,"37,2"
8360,Berkenstraat,Parkeerplaats,1.0,"{""coordinates"": [5.457876642998008, 51.44297224831214], ""type"": ""Point""}","51.44297224831214, 5.457876642998008",Schoot,"37,2"
8361,Berkenstraat,Parkeerplaats,1.0,"{""coordinates"": [5.457908548733725, 51.44293227429477], ""type"": ""Point""}","51.44293227429477, 5.457908548733725",Schoot,"37,2"
8598,Guido Gezellestraat,Parkeerplaats,1.0,"{""coordinates"": [5.473946248255704, 51.43198563259209], ""type"": ""Point""}","51.43198563259209, 5.473946248255704",Schrijversbuurt,"52,4"
8599,Guido Gezellestraat,Parkeerplaats,1.0,"{""coordinates"": [5.473881978334934, 51.432005779162736], ""type"": ""Point""}","51.432005779162736, 5.473881978334934",Schrijversbuurt,"52,4"
8600,Guido Gezellestraat,Parkeerplaats,1.0,"{""coordinates"": [5.473817708357291, 51.432025925698035], ""type"": ""Point""}","51.432025925698035, 5.473817708357291",Schrijversbuurt,"52,4"
8601,Guido Gezellestraat,Parkeerplaats,1.0,"{""coordinates"": [5.473753423942555, 51.43204607220861], ""type"": ""Point""}","51.43204607220861, 5.473753423942555",Schrijversbuurt,"52,4"
8608,Guido Gezellestraat,Parkeerplaats,1.0,"{""coordinates"": [5.474076009767612, 51.43186959982539], ""type"": ""Point""}","51.43186959982539, 5.474076009767612",Schrijversbuurt,"52,4"
8616,Guido Gezellestraat,Parkeerplaats,1.0,"{""coordinates"": [5.474588478817593, 51.43170632333003], ""type"": ""Point""}","51.43170632333003, 5.474588478817593",Schrijversbuurt,"52,4"
8617,Guido Gezellestraat,Parkeerplaats,1.0,"{""coordinates"": [5.474652762383854, 51.4316861763594], ""type"": ""Point""}","51.4316861763594, 5.474652762383854",Schrijversbuurt,"52,4"
8618,Guido Gezellestraat,Parkeerplaats,1.0,"{""coordinates"": [5.474717002701258, 51.43166600241984], ""type"": ""Point""}","51.43166600241984, 5.474717002701258",Schrijversbuurt,"52,4"
8622,Guido Gezellestraat,Parkeerplaats,1.0,"{""coordinates"": [5.474973156112737, 51.43158426422998], ""type"": ""Point""}","51.43158426422998, 5.474973156112737",Schrijversbuurt,"52,4"
8623,Guido Gezellestraat,Parkeerplaats,1.0,"{""coordinates"": [5.47503719432196, 51.43156382959464], ""type"": ""Point""}","51.43156382959464, 5.47503719432196",Schrijversbuurt,"52,4"
7832,St Lambertusstraat,Parkeerplaats,1.0,"{""coordinates"": [5.470554008061641, 51.433476773987564], ""type"": ""Point""}","51.433476773987564, 5.470554008061641",Oude Spoorbaan,"37,8"
7833,St Lambertusstraat,Parkeerplaats,1.0,"{""coordinates"": [5.470517154625802, 51.43349639928548], ""type"": ""Point""}","51.43349639928548, 5.470517154625802",Oude Spoorbaan,"37,8"
7835,St Lambertusstraat,Parkeerplaats,1.0,"{""coordinates"": [5.4704565142867505, 51.433620955611886], ""type"": ""Point""}","51.433620955611886, 5.4704565142867505",Oude Spoorbaan,"37,8"
7836,St Lambertusstraat,Parkeerplaats,1.0,"{""coordinates"": [5.470506240937037, 51.43358056896426], ""type"": ""Point""}","51.43358056896426, 5.470506240937037",Oude Spoorbaan,"37,8"
7839,St Martinusstraat,Parkeerplaats,1.0,"{""coordinates"": [5.470326078766452, 51.433909274318445], ""type"": ""Point""}","51.433909274318445, 5.470326078766452",Oude Spoorbaan,"37,8"
7840,St Martinusstraat,Parkeerplaats,1.0,"{""coordinates"": [5.470272507596746, 51.43386434852172], ""type"": ""Point""}","51.43386434852172, 5.470272507596746",Oude Spoorbaan,"37,8"
8100,Ir Kalffstraat,Parkeerplaats,1.0,"{""coordinates"": [5.456433312009819, 51.445460692970194], ""type"": ""Point""}","51.445460692970194, 5.456433312009819",Strijp S,"38,6"
8102,Ir Kalffstraat,Parkeerplaats,1.0,"{""coordinates"": [5.4567784602247364, 51.44586227147917], ""type"": ""Point""}","51.44586227147917, 5.4567784602247364",Strijp S,"38,6"
8107,Ir Kalffstraat,Parkeerplaats,1.0,"{""coordinates"": [5.456531919010864, 51.445575437501304], ""type"": ""Point""}","51.445575437501304, 5.456531919010864",Strijp S,"38,6"
8109,Ir Kalffstraat,Parkeerplaats,1.0,"{""coordinates"": [5.456433312009819, 51.445460692970194], ""type"": ""Point""}","51.445460692970194, 5.456433312009819",Strijp S,"38,6"
8111,Ir Kalffstraat,Parkeerplaats,1.0,"{""coordinates"": [5.456312197342927, 51.445338707873], ""type"": ""Point""}","51.445338707873, 5.456312197342927",Strijp S,"38,6"
8113,Edenstraat,Parkeerplaats,1.0,"{""coordinates"": [5.473958254603313, 51.43396625153118], ""type"": ""Point""}","51.43396625153118, 5.473958254603313",Schrijversbuurt,"52,4"
8115,Edenstraat,Parkeerplaats,1.0,"{""coordinates"": [5.474346469296732, 51.433787949770554], ""type"": ""Point""}","51.433787949770554, 5.474346469296732",Schrijversbuurt,"52,4"
8116,Edenstraat,Parkeerplaats,1.0,"{""coordinates"": [5.474421182771395, 51.43373813249658], ""type"": ""Point""}","51.43373813249658, 5.474421182771395",Schrijversbuurt,"52,4"
8117,Edenstraat,Parkeerplaats,1.0,"{""coordinates"": [5.474495881701896, 51.433688315185414], ""type"": ""Point""}","51.433688315185414, 5.474495881701896",Schrijversbuurt,"52,4"
8363,Berkenstraat,Parkeerplaats,1.0,"{""coordinates"": [5.457791383215696, 51.44296342106299], ""type"": ""Point""}","51.44296342106299, 5.457791383215696",Schoot,"37,2"
8364,Berkenstraat,Parkeerplaats,1.0,"{""coordinates"": [5.457755928035844, 51.443005616499356], ""type"": ""Point""}","51.443005616499356, 5.457755928035844",Schoot,"37,2"
8366,Berkenstraat,Parkeerplaats Gehandicapten,1.0,"{""coordinates"": [5.457907870963742, 51.4428067461591], ""type"": ""Point""}","51.4428067461591, 5.457907870963742",Schoot,"37,2"
8374,Berkenstraat,Parkeerplaats,1.0,"{""coordinates"": [5.458168681640517, 51.44247838859079], ""type"": ""Point""}","51.44247838859079, 5.458168681640517",Schoot,"37,2"
8375,Berkenstraat,Parkeerplaats,1.0,"{""coordinates"": [5.458133269026166, 51.44254658744083], ""type"": ""Point""}","51.44254658744083, 5.458133269026166",Schoot,"37,2"
8376,Berkenstraat,Parkeerplaats,1.0,"{""coordinates"": [5.458097837625598, 51.442603687083654], ""type"": ""Point""}","51.442603687083654, 5.458097837625598",Schoot,"37,2"
8378,Zwaanstraat,Parkeerplaats,1.0,"{""coordinates"": [5.450777274267191, 51.449039890965544], ""type"": ""Point""}","51.449039890965544, 5.450777274267191",Drents Dorp,"33,7"
8384,Zwaanstraat,Parkeerplaats,1.0,"{""coordinates"": [5.450953437096971, 51.44887413162864], ""type"": ""Point""}","51.44887413162864, 5.450953437096971",Drents Dorp,"33,7"
8387,Zwaanstraat,Parkeerplaats,1.0,"{""coordinates"": [5.451131329722911, 51.44870565380047], ""type"": ""Point""}","51.44870565380047, 5.451131329722911",Zwaanstraat,"72,3"
8389,Zwaanstraat,Parkeerplaats Gehandicapten,1.0,"{""coordinates"": [5.4511769719491445, 51.44866155188176], ""type"": ""Point""}","51.44866155188176, 5.4511769719491445",Zwaanstraat,"72,3"
8395,Zwaanstraat,Parkeerplaats,1.0,"{""coordinates"": [5.451436376113397, 51.448356992455736], ""type"": ""Point""}","51.448356992455736, 5.451436376113397",Zwaanstraat,"72,3"
8625,Guido Gezellestraat,Parkeerplaats,1.0,"{""coordinates"": [5.475165270568027, 51.431522960218615], ""type"": ""Point""}","51.431522960218615, 5.475165270568027",Schrijversbuurt,"52,4"
8626,Guido Gezellestraat,Parkeerplaats,1.0,"{""coordinates"": [5.475229308604872, 51.43150252547783], ""type"": ""Point""}","51.43150252547783, 5.475229308604872",Schrijversbuurt,"52,4"
8630,Guido Gezellestraat,Parkeerplaats,1.0,"{""coordinates"": [5.475486570081887, 51.43142215160074], ""type"": ""Point""}","51.43142215160074, 5.475486570081887",Schrijversbuurt,"52,4"
8631,Guido Gezellestraat,Parkeerplaats,1.0,"{""coordinates"": [5.47555099701535, 51.431402192788234], ""type"": ""Point""}","51.431402192788234, 5.47555099701535",Schrijversbuurt,"52,4"
8633,Guido Gezellestraat,Parkeerplaats,1.0,"{""coordinates"": [5.475678812948374, 51.431361035407754], ""type"": ""Point""}","51.431361035407754, 5.475678812948374",Schrijversbuurt,"52,4"
8636,Guido Gezellestraat,Parkeerplaats,1.0,"{""coordinates"": [5.475869671520472, 51.431298221091915], ""type"": ""Point""}","51.431298221091915, 5.475869671520472",Schrijversbuurt,"52,4"
8637,Guido Gezellestraat,Parkeerplaats,1.0,"{""coordinates"": [5.475933290927492, 51.43127728291727], ""type"": ""Point""}","51.43127728291727, 5.475933290927492",Schrijversbuurt,"52,4"
8641,Akkerstraat,Parkeerplaats,1.0,"{""coordinates"": [5.473752908084883, 51.432130386398136], ""type"": ""Point""}","51.432130386398136, 5.473752908084883",Schrijversbuurt,"52,4"
8642,Akkerstraat,Parkeerplaats,1.0,"{""coordinates"": [5.47401606398333, 51.43232552337171], ""type"": ""Point""}","51.43232552337171, 5.47401606398333",Schrijversbuurt,"52,4"
8645,Akkerstraat,Parkeerplaats,1.0,"{""coordinates"": [5.474535104195638, 51.43262479956], ""type"": ""Point""}","51.43262479956, 5.474535104195638",Schrijversbuurt,"52,4"
8646,Akkerstraat,Parkeerplaats,1.0,"{""coordinates"": [5.474475168951276, 51.4325883774598], ""type"": ""Point""}","51.4325883774598, 5.474475168951276",Schrijversbuurt,"52,4"
8648,Akkerstraat,Parkeerplaats,1.0,"{""coordinates"": [5.4743552987501305, 51.432515533166686], ""type"": ""Point""}","51.432515533166686, 5.4743552987501305",Schrijversbuurt,"52,4"
7847,St Martinusstraat,Parkeerplaats,1.0,"{""coordinates"": [5.46999609628259, 51.43448266881355], ""type"": ""Point""}","51.43448266881355, 5.46999609628259",Oude Spoorbaan,"37,8"
7857,Ploegstraat,Parkeerplaats,1.0,"{""coordinates"": [5.473376428550537, 51.43205090113508], ""type"": ""Point""}","51.43205090113508, 5.473376428550537",Schrijversbuurt,"52,4"
